fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
5934,2123556,7279230862,我想和你唱,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1762,286651,7279229466,天籁之战,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
30526,3229416,7279228124,经典咏流传,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3470,259004,7279226679,中国乐队,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2858,985185,7279225227,中国梦之声,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
13092,2462606,7279223883,青春有你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3233,580084,7279222625,中国好歌曲,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2618,334638,7279221283,最美和声,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11815,4446708,7279219924,金曲捞,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8492,1068804,7279218618,即刻电音,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
19842,3349693,7279217296,创造101,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8113,1438268,7279216081,这！就是原创,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11765,2420467,7279214852,我是唱作人,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
28488,5705612,7279213478,乐队的夏天,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
172066,17260663,7279212173,偶像练习生,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4925,836037,7279210857,明日之子,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
36284,16030266,7279209508,梦想的声音,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4144,574862,7279208247,华语| 夜跑加速器,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
623,543608,7279207016,华语| 周末大扫除,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3370,1336611,7279205843,华语| 欢聚时刻,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2163,142594,7279204577,华语| 慵懒布鲁斯,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6283,1400648,7279203363,华语| 只想放空,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6884,958246,7279202208,华语| 列车安眠曲,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
31330,5367795,7279200955,声入人心,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2737,457026,7279199750,轻音乐：浪漫收藏家 ​,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8117,2609074,7279198418,华语流行 | 简单的美好,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1532,546493,7279197128,华语| 排队不无聊,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1144,1303543,7279195753,华语| 周末出去浪,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
892,153601,7279194504,华语| 男孩别哭,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7094,1462822,7279193274,一起乐队吧,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
811,193380,7279192084,音浪合伙人,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
91553,39889990,7279190816,中国新说唱,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
1267,180471,7279189553,跨界歌王,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4188,1017650,7279188244,中国好声音,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
39095,25431604,7279186952,蒙面唱将猜猜猜,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3171,312705,7279185776,轻音乐| 夜读时光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
22619,2939244,7279184595,轻音乐| 片刻宁静,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6419,2287943,7279180943,华语流行| 爱情小说家,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
9976,1298335,7279174813,欧美流行|放飞梦想,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2837,430336,7279173680,华语|星星一样闪亮,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
10694,2617590,7279172523,华语流行|热血少年,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
23340,1218086,7279167743,越宅越快乐,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6768,1722413,7279158272,轻音SPA： 空灵瑜伽，放松身心,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4067,219025,7279141077,爵士女声| 女友们的下午茶,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3076,1449827,7279095653,华语| 别无所求,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5428,1290882,7279094646,华语| 我们的奇妙故事,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3851,1167675,7279093642,华语| 想要靠近你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3341,1403796,7279092666,华语| 为你勇敢,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7954,1557570,7279091689,华语| 治愈孤独,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4527,282640,7279077851,自然轻音乐：深蓝色水族馆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
501,81209,7279062726,星期天去动物园,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2835,1176493,7279025589,华语| 听说你要来找我,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3579,1209676,7279024689,华语| 收藏回忆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3539,703634,7279023809,华语| 失恋前奏,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7275,3029504,7279022986,华语 | 记录美好,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5112,2449203,7279022159,华语| 情感平行线,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8743,522677,7279018766,后摇| 静夜阅读时刻,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1860,499809,7279010150,华语流行|花花世界,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
324,107149,7279003297,华语秋日去燥,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4023,221558,7278992061,节奏控| 卧室私人蹦迪,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11861,1951030,7278981517,欧美轻流行,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2718,850485,7278965459,华语| 恋爱无时差,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2040,892303,7278846978,华语流行|凋落的心,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7686,851018,7278835845,那些好听的韩语抒情歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
76773,4273371,7278834964,久石让·治愈配乐精选,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3042,832147,7278834135,华语|镌刻美好生活,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
42272,658762,7278833256,《哈利·波特》系列配乐精选,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
42198,2531444,7278831558,迪士尼系列动画配乐精选,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12126,272031,7278830689,电影配乐大师·Howard Shore,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
10739,326592,7278829894,电影配乐大师·Ennio Morricone,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11943,435678,7278829005,电影配乐大师·Hans Zimmer,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8791,236148,7278828175,电影配乐大师·John Barry,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
9603,351453,7278827286,电影配乐大师·James Horner,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
10014,230121,7278826503,电影配乐大师·John Williams,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
9122,3296864,7278801123,华语经典| 带着爸妈去旅行,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8181,1065505,7278799588,华语摇滚|川流不息,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1901,364836,7278798769,华语儿歌|可爱的歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
16134,1649160,7278797980,欧美电音|梦想启航,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11631,803247,7278472791,轻音乐：开学不emo,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4588,457813,7278393642,轻音乐 | 心在旅行,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
28426,2282768,7278388827,华语| 考前冲刺,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4852,786794,7278383717,旅行轻音 ：天高地远，风也自由,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
9644,1177900,7278374918,欧美  | 慵懒时光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3521,1661381,7278282391,华语| 念念不忘,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
20873,14202557,7278280858,华语| 一个人的抒情歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12474,3367420,7278278003,华语| 治愈系女声,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3076,388954,7278276605,华语| 情绪动物,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1735,392563,7278275202,华语| 加班不上火,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5032,614527,7278273782,华语| 童话世界,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1516,580367,7278272281,华语| 通勤随身听,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
16303,11836044,7278270870,华语| 依旧在原地,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2411,1047829,7278177274,华语| 思念情愫,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1342,284884,7278175779,华语| 去远方的车票,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1300,198802,7278174455,华语| 游戏人间,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2693,343682,7278173053,华语| 忆故乡,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2089,520452,7278171629,华语| 午休助眠,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1839,801331,7278170332,华语| 一起吹吹风,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4909,2174155,7278169039,华语| 心锁,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2861,1147914,7278167679,华语| 温柔以待,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5975,1042953,7278111555,华语| 内心中的孤独感,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3320,1330856,7278110233,华语| 陪你到最后,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
568,380118,7278108943,华语| 休息日,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1716,261246,7278107584,华语| 沉迷月色中,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2569,922607,7278104861,华语| 就是喜欢你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3181,1228921,7278097058,华语流行|爱的号码牌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1344,627905,7278095847,华语流行|心里的补丁,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2497,309006,7278085906,轻音乐|闲暇时光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1041,55835,7278082179,Urban厂牌合辑| STONESHIP,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1713,112567,7278077310,Urban厂牌合辑| HI-LITE RECORDS,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3521,345262,7278071174,Urban厂牌合辑| DEF JAM RECORDINGS,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1730,127824,7278070021,Urban厂牌合辑| DREAMVILLE RECORDS,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2336,177815,7278068779,Urban厂牌合辑| G.O.O.D. MUSIC,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1669,128634,7278067556,Urban厂牌合辑| ILLINONAIRE RECORDS,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7777,550059,7278066238,Urban厂牌合辑| AOMG,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3089,234102,7278065107,Urban厂牌合辑| NOUS UNDERGROUND,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3251,1697330,7278059185,华语| 不眠小心事,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2487,1072266,7278058014,华语| 等你回来,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8579,4006260,7278056840,华语| 告别往昔,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7167,3187901,7278055598,华语| 学会等待,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12264,1534307,7278054407,欧美| 快乐出行,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1673,335837,7278053207,华语| 逗你笑,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6455,1281612,7278052013,华语摇滚| 情绪主义,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3301,165424,7278050839,专注白噪音：万事胜意，未来可期,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7464,1719137,7278048373,华语流行|热爱生活,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2877,325231,7278047239,欧美流行|去探险,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6071,924216,7278046185,国风 | 花正盛开,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12777,2513865,7278044996,轻音乐|很安静,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11441,1112097,7278043906,欧美流行|读书听的歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1043,55265,7278042409,欧美儿歌|宝宝爱读书,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7416,906012,7278010090,燃系电音| 一起蹦迪吗,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2603,264528,7278004104,卡点狂魔| Urban舞蹈BGM,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2656,509808,7277984245,华语流行|在空中,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3944,186886,7277980329,华语后摇| 静谧灵魂,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
102475,9910506,7277964626,华语| 国漫之光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
5301,1581767,7277959718,华语| 经典日语歌翻唱,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
500,178256,7277951688,华语流行|不想晒太阳,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
815,253580,7277950710,华语流行|想度假,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6123,2838959,7277949793,华语流行|越过山丘,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
568,161615,7277948895,华语流行|看海,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7043,464695,7277897480,欧美摇滚| 高能燃脂,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8052,894692,7277888301,纯音：夜坐听风，昼眠听雨,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7673,1090208,7277887376,欧美说唱| 气场全开,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
665,121932,7277881642,华语 | 一起旅行吧,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
821,139802,7277879920,华语 | 一起野餐吧,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6134,875657,7277878309,欧美| 柔情男嗓,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6836,1282820,7277837638,思乡曲：月是故乡明,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
453,82095,7277823276,活力大扫除,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11440,2052682,7277818341, 流行钢琴曲：青葱岁月，曲曲入心,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
15067,1828321,7277814865,纯音| 低诉的大提琴,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1424,542332,7277812243,深情华语| 你是唯一,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8301,1397480,7277809623,轻音乐| 宁静的力量,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6743,1875185,7277730329,华语流行|心漏了一拍,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5475,684286,7277729395,消暑白噪音：水分补充,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1608,363405,7277728485,华语流行|梦想家,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3496,595786,7277727511,轻音乐：阳光热烈，水波温柔,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6308,475402,7277726535,电子|无限漂浮,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1011,379872,7277659759,华语| 孤岛心光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3551,2129702,7277658896,华语| 心情旋转门,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
350,56476,7277658071,华语| 晚安民谣,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2029,401096,7277657275,华语| 日常事件簿,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1850,567583,7277621044,华语| 漫游轻方案,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1720,705414,7277620175,华语| 专属暗号,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3054,1284939,7277619345,华语| 思念成河,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1975,677186,7277618509,华语| 甜蜜日常,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
9373,5315237,7277617710,华语| 睡前安静,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4050,428124,7277616919,华语| 迷离幻境,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1245,605236,7277616039,华语| 触摸阳光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3796,980941,7277615126,华语| 思念堆积,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4053,834477,7277346043,华语| 雨季音域,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
834,127000,7277345291,华语| 早安民谣,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
586,186349,7277344557,华语| 夜语星光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12226,5486773,7277343779,华语| 神仙翻唱,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
20569,18402585,7277084863,华语| 回忆寻觅记,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2231,965778,7277079089,华语流行|缘分天空,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2010,938761,7277076122,华语流行 | 我不是没有眼泪,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1099,401081,7277074637,华语流行 | 失恋记事本,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11765,1545968,7277071715,古风|烟波浩渺,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2785,1034685,7277070083,华语流行|堆积幸运,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7087,1587506,7277068621,华语 | 热播网剧,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3108,506939,7277067121,喜剧之王 | 周星驰,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
10946,1373665,7277049647,古风|一壶清茶,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4792,2619181,7277046813,华语| 归途之中,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1425,747512,7277032467,华语| 心情匣子,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1634,382721,7277031126,华语| 摸鱼时光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
9458,1340489,7277029637,华语| 银河遥想,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5915,1787064,7277028141,华语| 摇滚新声,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
17509,15813630,7277026723,华语| 怀旧时光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7620,1970239,7277025317,华语| 年少时光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4486,2728252,7277023915,华语| 往事洄游录,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8856,5246094,7277022479,华语| 开不了口,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2390,949667,7277021073,华语| 青葱岁月,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
804,100360,7277019604,华语| 童年时光机,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3304,791820,7276974113,轻音乐 | 下雨的夜,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
962,96850,7276972790,欧美 | 起床困难户,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
5686,730222,7276971437,安静钢琴曲：黑白键的浪漫幻想,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4811,1985310,7276960669,华语| 感情气象站,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6132,967908,7276959251,欧美流行 | 能量充电,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5341,536732,7276933939,古风|黛瓦红墙,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2736,964321,7276932560,华语| 暗恋美学,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6677,744273,7276924803,古风|渔舟逐水,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
899,268678,7276923461,华语流行|未知的旅途,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
10713,3287710,7276915901,欧美节奏| 游到热带岛屿,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
965,315493,7276907397,华语| 深情万种,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2209,1186202,7276906168,华语| 旅行中忘记,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5536,2453748,7276904891,华语| 思念漩涡,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1035,290106,7276902412,华语| 卸下疲惫,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2338,186425,7276901168,华语电影｜惊险动作片,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
10807,6931229,7276898849,他比我懂你吗,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2318,417394,7276893000,不如爱自由,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
648,145281,7276881116,华语流行| 情人结,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1399,885323,7276872910,华语| 扬一把沙,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
497,175588,7276871788,华语| 灿烂的夜晚,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2329,1268092,7276870663,华语| 心太乱,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3037,1145051,7276869595,华语| 快乐加油站,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1120,432594,7276865220,华语流行|彩色人生,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3187,577500,7276861029,欧美流行| 天天晴朗,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1835,788194,7276855604,我很好别打扰,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
573,498961,7276852442,华语| 周末倒计时,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2337,892174,7276827011,我的城市在下雨,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
546,231795,7276816430,华语| 秋日微凉,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
18270,3463664,7276811769,欧美| 仲夏酒会,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
15738,7156656,7276797043,最·王杰,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
73153,19167834,7276793524,永远的张国荣,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
26309,12679997,7276788227,最·谭咏麟,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
810,290050,7276781888,华语流行| 花的姿态,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2558,283666,7276779327,欧美| 夏天是西瓜味的,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11325,3175315,7276772314,最·李克勤,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1565,344889,7276763086,能量口服液,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
77234,35461598,7276754589,最·张学友,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3191,605638,7276729026,轻音乐：风日晴和,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11813,8792242,7276584295,华语流行| 下个路口见,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
875,392201,7276582388,华语| 烟火绽放时,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2907,480374,7276581424,华语电音| 激昂电流,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1222,512529,7276577527,华语情歌 | 心上的云朵,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3675,1130192,7276569625,华语流行|阳光好心情,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1812,741378,7276568696,华语流行|深陷你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1013,360351,7276567777,华语流行|花一般的你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
631,193282,7276566844,华语流行|海里的星星,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8333,2772976,7276565891,轻音乐|小夜曲,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3384,1023465,7276564998,华语流行|大声对你说,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2729,597962,7276536234,助眠曲：醒时满身月，睡时漫天星,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3228,485495,7276526152,轻音乐：漫步云端，人间皆是浪漫,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1083,270791,7276520684,城市漫游计划,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7586,954902,7276515117,华语| 可爱元气站,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
9621,1821645,7276514310,流行 | 骑行听什么,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
14349,1516954,7276499997,轻音乐 | 自习图书馆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4098,736703,7276498228,独处时光：世界很宽，孤独很满,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1506,714493,7276488576,华语流行| 旅行的意义,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3240,320852,7276479739,精致变身BGM,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11443,4779420,7276471529,最·张惠妹,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
