fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
943,260389,7276455197,华语民谣| 枕边随想,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6400,9507031,7275918688,华语| 心有独钟,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6474,6118699,7275911072,华语| 影视经典,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2476,2340616,7275909500,华语| 影视热歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
1861,1492932,7275801557,华语| 粉刷心情,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1767,822473,7275800189,华语| 清凉调,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2589,1451289,7275790736,华语流行|为你写诗,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8855,1143035,7275773599,古风|春江花月夜,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1255,404888,7275735910,华语| 发呆进行时,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1447,764837,7275734646,华语| 思念邮箱,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1364,626743,7275733410,华语| 寂寥语录,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3823,2725383,7275732251,华语| 深夜酒馆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
9545,1679393,7275728507,古风影音,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1034,418630,7275726159,华语流行|我眼里只有你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
697,341164,7275716648,华语| 今日心岛晴,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1480,145778,7275699606,舒缓旋律| 卧室放空时光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1710,798327,7275697605,华语| 心情搬运工,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1687,625814,7275696586,华语流行|酸酸甜甜,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1440,305910,7275694322,华语| 关于北方的记忆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12354,1652700,7275693274,纯音乐 | 工作必备,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
874,62677,7275692126,一人食,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2908,453883,7275691065,韩语｜全能唱作爱豆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1332,132341,7275689953,韩语｜乐队的故事,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
69462,31315549,7275688949,韩语｜经典韩剧OST,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
773,123945,7275687885,韩语｜情歌二重唱,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1071,221092,7275686805,韩语流行｜关于你的离别,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7144,1648337,7275685761,韩语流行｜主唱担当的SOLO,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1457,252029,7275684649,韩语流行｜从朋友，到恋人,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1444,244868,7275683497,2019MAMA最佳男团女团候补,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1020,135730,7275682405,2019MAMA最佳OST候补,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3091,657793,7275681308,华语 | 轻松喜剧片,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
26344,15403898,7275680139,华语 | 浪漫爱情片,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5232,385283,7275679107,华语影视 | 国产动画片,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12898,7993308,7275678054,影视 | 华语热门电影,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11833,2757115,7275676912,华语 | 青春校园片,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
16200,8214760,7275672594,粤式情歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5342,822538,7275669485,国风雅韵,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2283,1308976,7275665421,华语| 枕边歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
10064,7421403,7275663304,华语流行|你爱他/她,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7029,1499604,7275661291,最·周笔畅,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
755,240659,7275660235,华语| 自我剖析,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3656,469083,7275659222,治愈指弹：闲暇时刻,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2000,274223,7275656126,最·Lizzo,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
19868,6018236,7275641018,最·张碧晨,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1006,557979,7275626665,华语流行|我爱你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4279,824721,7275624709,华语国风集,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3104,987238,7275621026,华语| 武侠经典,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
19365,14076670,7275614467,最·汪峰,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8693,1290326,7275601402,最·Katy Perry,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1291,879273,7275599458,华语流行|走进你的迷宫,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1356,173872,7275591568,华语| 慵懒计划,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1969,314492,7275590668,华语流行|好吃的歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11551,8211321,7275588893,华语| 莫问前路,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8463,7213948,7275587954,华语| 心情便签,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2088,1383005,7275587099,华语| 内心戏,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
974,332375,7275586224,华语| 探索者,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2515,1384326,7275585316,华语流行| 心心念念,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
865,608826,7275584508,华语| 那年那日,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
26372,3560348,7275575919,最·Linkin Park,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
20575,8199558,7275537137,最·陶喆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1344,437888,7275527970,华语流行|活力满满,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
27253,6013808,7275526330,最·Rihanna,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
64776,33849884,7275521274,最·莫文蔚,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
29873,10228530,7275486484,最·蔡健雅,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
73192,29820376,7275477956,最·许巍,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5435,1348198,7275444654,华语民谣| 理想志,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1261,236412,7275395373,华语电音物语,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
31737,6275797,7275376388,最·王嘉尔,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1091,571255,7275360112,华语| 夜的悄悄话,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
50664,22755067,7275355390,最·周传雄,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
42825,25283900,7275340223,粤语留声机,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
15034,3072517,7275305801,最·Lady Gaga,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
35417,5341403,7275301585,最·Sia,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
15984,4343867,7275287807,最·徐佳莹,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11760,3428422,7271181767,华语| 要开心呀,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1097,380945,7271179788,华语| 背上琴出发,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7189,6729924,7271177686,华语| 情留指尖,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3124,1737454,7271175679,华语| 心中秘境,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2957,1632046,7271173647,华语| 编织寂寞,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
23022,4249554,7271171544,国风| 一曲相思,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
15016,4011944,7271169548,最·李宇春,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1361,225226,7271130501,华语雷鬼| 岛屿阳光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
63257,20510351,7271123007,最·五月天,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
15117,7315206,7271109758,最·潘玮柏,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
35690,10549880,7271080486,最·Gai,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2498,1412059,7271069754,华语| 爱上你忘了你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
18154,17664402,7271056871,华语流行 | 陪你回家,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2217,1240897,7271054895,华语 | 温暖情歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2197,789384,7271051209,华语民谣 | 回家路上,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1101,335787,7271049341,华语民谣 | 且听风吟,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1351,444875,7271047439,华语民谣 | 日光正好,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11674,6793710,7271030939,华语| 最忆少年时,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1542,451682,7271021726,华语| 人生百忧解,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
618,52703,7270987435,华语| 原住民之歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2882,890884,7270985680,华语| 乌云走开,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1520,869716,7270967069,华语| 情感特调,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2306,888786,7270965336,华语| 治愈暖风,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5059,621629,7270963708,轻音乐| 在水边,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6289,3545989,7270962050,华语| 恋爱词典,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8077,3838083,7270960463,华语| 花园情诗,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
35270,6923298,7270951799,古风|水调歌头,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2206,635788,7270949965,华语流行|笑一个,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2797,1286668,7270878081,华语| 恋爱手帐,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1522,528536,7270872159,华语民谣 | 青葱记忆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1715,384208,7270870842,华语民谣 | 可爱的你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2192,665319,7270869375,华语民谣 | 低吟浅唱,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5852,1921807,7270854675,华语民谣 | 或许你也听过,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2194,391933,7270821970,韩语流行 | 心动信号100%,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4408,3421427,7270820480,华语| 岁月如歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
872,350437,7270771280,华语| 千千世界,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6788,5221208,7270492900,华语流行| 苦甜参半,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1058,408083,7270491691,华语流行| 恰柠檬,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11201,2145464,7270490432,欧美| 欢快氛围,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4893,3767586,7270489249,华语| 心有千结,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6155,1384428,7270479339,轻音乐|沿途风景,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1443,408802,7270385730,华语民谣| 在异乡,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1028,106037,7269894732,华语| 甜美儿歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1994,661222,7269570836,华语| 恋爱甜味剂,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2054,936777,7269563701,华语| 一直很安静,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12235,4867592,7269560843,华语| 民谣在路上,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7946,6033871,7269552538,华语流行| 暖心告白,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7466,1287227,7269509700,欧美电音|扬起船帆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
27103,1849719,7269508413,日系Vlog背景音乐,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6859,763388,7269507116,旅行Vlog背景音乐,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
3483,383637,7269505842,纯音| 嗨到月球,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
19556,14437548,7269504552,华语| 麦霸养成记,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4035,1558347,7269502155,华语| 能量充沛,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
14137,13196484,7269500869,华语| 经典时光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1804,432270,7269431593,华语流行|想自由,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1736,322181,7269430554,欧美流行|早安咖啡,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7911,1044847,7269429440,纯音乐 | 舒压笔记,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5991,1523785,7269428429,欧美流行 | 终于下班了,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
32162,12157568,7269422312,中文说唱制躁,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
17713,14418800,7269403122,华语| 心弦拨片,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3583,626127,7269380403,轻音乐：放飞思绪，让灵魂自由,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
18014,4437192,7269379422,欧美流行 | 解压一起听,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3984,948704,7269378512,韩语流行 | 果汁女孩,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
917,522374,7269274773,华语| 日光恋歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
29915,3886212,7269273831,最·MAMAMOO,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1638,689158,7269261028,华语| 浪漫消亡史,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2361,766395,7269260206,华语| 光辉岁月,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
30068,12673510,7269255629,最·张信哲,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
373694,106157161,7269231710,最·薛之谦,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2810,560885,7269224098,欧美| 舞池中央,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
24936,5234585,7269223182,欧美| 飞跃地平线,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1681,1252968,7269222155,华语| 思念节目,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5426,5086209,7269221119,华语| 情感平衡点,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1214,532824,7269205296,华语| 爱的乌托邦,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11360,5945160,7269123715,华语 | 情歌听我超甜,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
684,143766,7268263646,华语| 佛系情歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3572,1075034,7268255122,欧美流行|挑战无极限,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4017,774969,7268228355,轻音乐|曲径通幽,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6036,1329558,7268223003,最·2NE1,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
22129,8582499,7268221938,最·张靓颖,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
43144,19111197,7268199199,最·王菲,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12637,10493916,7268198219,华语| 幸福摩天轮,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
25479,30773209,7268197210,华语金曲点唱机,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
9671,1142343,7268196159,最·ZICO,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1638,928278,7268195164,华语| 与你说,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7735,5022822,7268194171,华语流行|甜到忧伤,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
922,420067,7268193255,华语流行|一起去看世界,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
67513,23206966,7268192244,经典 | 古装剧主题曲,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
27567,8017360,7268191321,经典 | 青春现代剧OST精选,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
65077,30701889,7268190398,经典 | 记忆中的偶像剧,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
53403,17483718,7268184413,最·林宥嘉,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
69396,23483104,7268170909,最·孙燕姿,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5228,2707544,7268160780,华语| 心碎俱乐部,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
22941,6667044,7268155472,欧美| 跃动时刻,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
37666,20573519,7268150903,最·梁静茹,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
16428,3987042,7268140824,最·张韶涵,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6917,4556591,7268139889,华语经典恋曲,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
17136,18932066,7268139004,华语| 飘向回忆,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
87850,59878524,7268138097,华语| 车载经典,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3456,405142,7268136215,最·SHINee,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
50982,9226358,7268135337,最·G-DRAGON,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
253009,94945940,7268132709,最·邓紫棋,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
15539,5060217,7268131813,最·方大同,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3252,606964,7268122151,英文儿歌 | 超级宝贝,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1649,236490,7268103554,华语儿歌|快乐成长,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
900,388492,7268102678,华语流行|唱我所唱,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1887,275126,7268093844,欧美流行|我不孤单,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3921,380593,7268071715,星星在你手上,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
530,101603,7268070911,华语流行|仰望星空,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
109596,37112889,7268070042,最·林俊杰,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
835,131579,7268062213,欧美流行|你不是一个人,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1312,674579,7268035759,流行 | 爱你知不知道,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
12844,1923844,7267882936,华语| 习习古风,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3245,1049831,7267882072,华语| 理想恋歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3055,1726039,7267881237,华语 | 回忆里的纸飞机,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8394,1557438,7267880487,欧美| 迷醉女声,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
726,249534,7266998281,阳光下午茶,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
11972,10074503,7266954112,华语| 有时孤独,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4878,4448023,7266913654,华语| 一个人看海,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
6998,5991045,7266885004,华语流行|想念你,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2274,1365456,7266677538,华语流行|指向你的单箭头,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4321,1461694,7265804086,华语流行| 恋习生,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8639,5628937,7265758980,华语| 甜美邂逅,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2808,762642,7265558822,儿 歌 乐 园,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
839,350148,7265412270,华语 | 秋之歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1975,1081387,7261031995,华语| 填满思念,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3257,2728489,7261022855,粤语|秋之歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
24743,19492484,7261004907,华语| 青春回忆录,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5365,4543731,7260953256,华语| 青春时光沙漏,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
523,98180,7260917282,2019成都简单生活节Simple Urban Plus,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5548,2623471,7260869203,华语| 青春纪念册,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
44048,27411330,7260759086,华语| 恋上苦咖啡,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2365,536496,7259580209,华语儿歌 | 陪你长大,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4644,584486,7259519408,欧美| 卧室Party,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
9763,2606697,7259517985,欧美| Party进行时,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1106,89986,7259515220,最·Yungblud,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
18383,8105357,7259467734,华语| 给自己的分手信,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5200,4221174,7259466530,华语| 深情时光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1843,509426,7259390937,华语流行|我眼中的世界,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
4838,3045836,7259341621,华语 | 念念日记本,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
8641,3124502,7259340632,华语 | 撸猫进行时,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2463,977413,7259271501,华语| 情感杂货铺,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
22241,5981446,7259235481,欧美| 无氧氮泵,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3826,742095,7259080241,欧美| 假日旅行阳光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2062,255667,7259073159,欧美| 摇摆节奏,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
5635,1041668,7259064587,KPOP新声代,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2951,361905,7259063764,KPOP3.0：个性三代团,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
10678,2607789,7259062792,KPOP2.0：传奇二代团,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1790,180923,7259061954,KPOP1.0：开元一代团,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3165,937332,7259060215,欧美| 惬意流行旋律,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
13925,3029751,7259055327,欧美| 快乐补充剂,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
18190,1515296,7259051129,最·吴青峰,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
20043,3058846,7258176711,最·Eminem,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
846,96814,7258175539,最·Thundercat,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2332,411124,7258173377,最·Ne-Yo,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2803,443558,7258172222,最·Snoop Dogg,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
26012,2704197,7258164291,英雄联盟十周年,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
14904,3243730,7258160908,欧美流行|温暖男声,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2690,711104,7258158742,韩语 | 秋季,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
7084,2995057,7258094678,韩语经典名曲,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2238,595443,7258076188,纯音| 秋之歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
31981,19929649,7258075215,欧美| 情绪激活,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3387,502937,7258074304,古典| 清晨阳光,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
46753,14255028,7258073352,古典| 美妙心情,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1209,607125,7258072364,华语| 深夜情歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
30928,23011694,7258069591,最·SUPER JUNIOR,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
369557,231595707,7256928516,最·陈奕迅,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
280868,162951199,7256920196,欧美| 流行轻有氧,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
17040,83901722,7256912512,欧美| 流行节奏控,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3014,233704,7255845232,欧美摇滚||英伦当道-60年代,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
fav_cnt,play_cnt,tid,title,uin,encrypt_uin,nick,class
5298,773439,7255842469,欧美摇滚||继承与新生-21世纪,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
1230,94142,7255841063,欧美摇滚||混搭时代-90年代,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3452,360570,7255839701,欧美摇滚||重摇风靡-80年代,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3249,225492,7255838365,欧美摇滚||黄金年代-70年代,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
2477,340406,7255747569,日剧日影,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
905,72355,7255746469,J-ROCK NOW,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3337,270529,7255745309,元气加油站,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
3271,335621,7255744246,日系| 秋の歌,2783429033,owSFoivANKnioz**,QQ音乐官方歌单,3317
